time,datetime_kst,open,high,low,close,volume
1784678400,2026-07-22 09:00:00,20.846,22.138,19.29,21.6,32918
1784764800,2026-07-23 09:00:00,21.637,23.371,20.439,21.655,111386
1784851200,2026-07-24 09:00:00,21.76,21.76,17.651,17.671,176522
1784937600,2026-07-25 09:00:00,17.779,18.9,17.779,18.798,44583
1785024000,2026-07-26 09:00:00,18.783,20.358,18.775,20.195,53562
1785110400,2026-07-27 09:00:00,20.24,20.417,15.877,16.677,505984
1785196800,2026-07-28 09:00:00,16.724,17.002,13.253,15.129,2268603
1785283200,2026-07-29 09:00:00,15.147,15.662,10.501,12.3,10469299
1785369600,2026-07-30 09:00:00,12.315,16.938,11.519,16.891,4397335
1785456000,2026-07-31 09:00:00,16.883,18.493,14.689,15.005,4204606
1785542400,2026-08-01 09:00:00,15.006,15.391,14.44,15.014,461600
1785628800,2026-08-02 09:00:00,15.024,16.41,15.012,16.3,466466
1785715200,2026-08-03 09:00:00,16.284,17.004,13.64,16.8,2799568
1785801600,2026-08-04 09:00:00,16.781,19.586,15.24,18.791,3310971
1785888000,2026-08-05 09:00:00,18.809,19.372,17.729,17.896,1849502
1785974400,2026-08-06 09:00:00,17.909,18.611,15.568,17.148,1865682
1786060800,2026-08-07 09:00:00,17.124,18.399,15.85,17.25,1521123
1786147200,2026-08-08 09:00:00,17.244,17.595,16.958,17.402,101793
1786233600,2026-08-09 09:00:00,17.402,17.717,17.203,17.439,120247
1786320000,2026-08-10 09:00:00,17.423,17.85,16.15,16.459,1227954
1786406400,2026-08-11 09:00:00,16.478,18.114,16.161,17.843,1202385
1786492800,2026-08-12 09:00:00,17.83,20.752,17.65,20.54,1591707
1786579200,2026-08-13 09:00:00,20.514,22.052,19.581,21.946,1794725
1786665600,2026-08-14 09:00:00,21.946,22.946,20.765,21.719,2275025
1786752000,2026-08-15 09:00:00,21.696,21.818,21.537,21.795,81370
1786838400,2026-08-16 09:00:00,21.812,22.339,21.803,21.85,116247
1786924800,2026-08-17 09:00:00,21.84,25.35,21.714,23.556,1717908
1787011200,2026-08-18 09:00:00,23.582,24.03,17.528,17.676,3635964
1787097600,2026-08-19 09:00:00,17.684,20.4,16.706,19.679,7929230
1787184000,2026-08-20 09:00:00,19.687,21.299,19.038,20.01,3244733
1787270400,2026-08-21 09:00:00,20,21.828,19.93,20.385,2368736
1787356800,2026-08-22 09:00:00,20.396,20.494,19.885,20.064,206605
1787443200,2026-08-23 09:00:00,20.102,21.392,20.089,21.092,208171
1787529600,2026-08-24 09:00:00,21.079,21.272,17.959,18.581,2359494
1787616000,2026-08-25 09:00:00,18.586,21.028,17.652,20.623,1933937
1787702400,2026-08-26 09:00:00,20.623,22.772,19.92,22.674,1709055
1787788800,2026-08-27 09:00:00,22.65,22.66,20.488,20.836,1755841
1787875200,2026-08-28 09:00:00,20.87,21.866,20.543,20.652,1135147
1787961600,2026-08-29 09:00:00,20.653,21.36,20.614,21.347,263372
1788048000,2026-08-30 09:00:00,21.34,21.801,20.412,20.457,584470
1788134400,2026-08-31 09:00:00,20.444,21.526,18.982,20.867,2474469
1788220800,2026-09-01 09:00:00,20.872,21.59,18.782,19.08,2651259
1788307200,2026-09-02 09:00:00,19.072,20.411,18.516,20.347,2324774
1788393600,2026-09-03 09:00:00,20.341,20.8,18.401,20.566,3557754
1788480000,2026-09-04 09:00:00,20.573,20.729,20.253,20.342,140953
