time,datetime_kst,open,high,low,close,volume,days
1471613400,2016-08-19 00:00:00,13.1386,13.2736,13.0079,13.2736,12800,1
1472218200,2016-08-26 00:00:00,12.9644,13.3476,12.6421,12.6726,34800,5
1472823000,2016-09-02 00:00:00,12.7249,13.1168,12.5638,13.0254,10800,5
1473427800,2016-09-09 00:00:00,13.8354,14.4363,12.6334,12.6334,24600,4
1474032600,2016-09-16 00:00:00,11.9846,12.7031,11.3226,11.7407,38400,5
1474637400,2016-09-23 00:00:00,12.2807,13.9878,12.1718,13.3041,34600,5
1475242200,2016-09-30 00:00:00,13.1255,13.8789,12.9775,13.4304,27200,5
1475847000,2016-10-07 00:00:00,13.4870,13.5523,12.7380,13.1647,13400,5
1476451800,2016-10-14 00:00:00,13.3955,13.6307,11.3575,11.6318,83400,5
1477056600,2016-10-21 00:00:00,11.8060,12.7467,11.7581,12.3373,15800,5
1477661400,2016-10-28 00:00:00,12.4854,12.4854,11.4141,11.5447,14200,5
1478266200,2016-11-04 00:00:00,11.5447,11.5839,11.0004,11.0439,9600,5
1478874600,2016-11-11 00:00:00,11.4838,12.2110,9.7287,9.9596,95800,5
1479479400,2016-11-18 00:00:00,9.7766,9.9770,9.4979,9.5110,66400,5
1480084200,2016-11-25 00:00:00,9.6678,10.1076,9.5633,9.9813,25000,4
1480689000,2016-12-02 00:00:00,10.1207,10.3471,10.0162,10.1642,30200,5
1481293800,2016-12-09 00:00:00,10.2818,11.3705,10.2600,11.2094,39400,5
1481898600,2016-12-16 00:00:00,11.2355,11.3096,10.5387,10.6694,15200,5
1482503400,2016-12-23 00:00:00,10.7129,10.7129,10.0597,10.2992,32200,5
1483108200,2016-12-30 00:00:00,10.3036,10.5605,10.2252,10.5605,26800,4
1483713000,2017-01-06 00:00:00,10.7565,11.4533,10.7565,11.1005,32000,4
1484317800,2017-01-13 00:00:00,10.9873,12.4897,10.9394,12.4897,40600,5
1484922600,2017-01-20 00:00:00,12.6421,12.7249,12.0368,12.0891,46600,4
1485527400,2017-01-27 00:00:00,12.3983,13.1038,12.3678,12.7510,38200,5
1486132200,2017-02-03 00:00:00,12.5202,14.0531,12.5202,13.9051,57000,5
1486737000,2017-02-10 00:00:00,13.7265,13.8833,13.2083,13.2780,23800,5
1487341800,2017-02-17 00:00:00,13.2475,13.8136,13.0820,13.1734,53400,5
1487946600,2017-02-24 00:00:00,13.7221,14.4059,13.7221,13.9530,17800,4
1488551400,2017-03-03 00:00:00,13.6742,13.9094,12.8033,13.0254,24000,5
1489156200,2017-03-10 00:00:00,12.9775,13.2823,12.6726,13.2431,21400,5
1489757400,2017-03-17 00:00:00,13.8397,15.6034,13.8267,15.4902,36600,5
1490362200,2017-03-24 00:00:00,15.9823,16.6443,15.9692,16.3307,72400,5
1490967000,2017-03-31 00:00:00,16.1347,16.3960,15.9605,15.9649,55400,5
1491571800,2017-04-07 00:00:00,16.0346,16.0520,14.7238,14.7412,51600,5
1492090200,2017-04-13 00:00:00,14.3710,14.6236,13.7396,14.3928,56400,4
1492781400,2017-04-21 00:00:00,14.5147,15.1026,13.9704,15.1026,46000,5
1493386200,2017-04-28 00:00:00,15.5686,16.2480,15.2463,15.9910,63400,5
1493991000,2017-05-05 00:00:00,15.9039,16.9926,15.9039,16.9143,75000,5
1494595800,2017-05-12 00:00:00,18.3122,19.1570,17.7809,18.9218,165800,5
1495200600,2017-05-19 00:00:00,19.4357,19.6883,18.2773,19.6273,141800,5
1495805400,2017-05-26 00:00:00,19.9452,21.2038,19.5489,21.1994,168800,5
1496410200,2017-06-02 00:00:00,20.3502,21.4477,19.9583,21.3388,152800,4
1497015000,2017-06-09 00:00:00,21.0470,21.3257,20.3110,20.6899,177600,5
1497619800,2017-06-16 00:00:00,19.9060,21.5522,19.7406,19.9801,154600,5
1498224600,2017-06-23 00:00:00,20.3894,20.7117,19.4357,20.5897,98600,5
1498829400,2017-06-30 00:00:00,21.1341,21.1341,19.6317,20.3764,81600,5
1499434200,2017-07-07 00:00:00,20.4243,20.4635,19.2267,19.5664,71200,4
1500039000,2017-07-14 00:00:00,19.6883,22.7410,19.6883,22.6060,231600,5
1500643800,2017-07-21 00:00:00,22.6017,23.7296,22.2446,23.7296,165400,5
1501248600,2017-07-28 00:00:00,23.9473,24.0954,21.5130,21.7830,194600,5
1501853400,2017-08-04 00:00:00,22.1706,22.6148,20.7204,21.3649,188600,5
1502458200,2017-08-11 00:00:00,21.3649,21.6393,18.2947,18.5822,240000,5
1503063000,2017-08-18 00:00:00,19.4662,20.0628,19.0525,19.7275,238400,5
1503667800,2017-08-25 00:00:00,19.8102,21.4041,19.5533,21.2996,128000,5
1504272600,2017-09-01 00:00:00,21.0557,21.1210,19.9060,20.6812,130400,5
1504877400,2017-09-08 00:00:00,19.8930,19.9931,18.7259,19.3138,208400,4
1505482200,2017-09-15 00:00:00,19.9452,20.7248,19.8625,20.7248,187800,5
1506087000,2017-09-22 00:00:00,21.6044,21.9398,20.8423,21.0818,160400,5
1506691800,2017-09-29 00:00:00,20.9033,21.1385,19.7710,20.9164,148800,5
1507296600,2017-10-06 00:00:00,20.9643,22.3012,20.9643,21.9354,142200,5
1507901400,2017-10-13 00:00:00,21.8222,24.4699,21.6741,24.3915,158000,5
1508506200,2017-10-20 00:00:00,24.1825,24.2217,23.0807,24.0606,140000,5
1509111000,2017-10-27 00:00:00,24.2173,25.0753,23.7731,25.0753,110400,5
1509715800,2017-11-03 00:00:00,24.7748,28.2282,24.4351,27.1917,150200,5
1510324200,2017-11-10 00:00:00,27.1307,27.6359,25.3278,25.7372,169600,5
1510929000,2017-11-17 00:00:00,25.2582,28.1890,25.1841,27.7143,148400,5
1511533800,2017-11-24 00:00:00,27.4574,29.1601,27.4356,28.9598,119600,4
1512138600,2017-12-01 00:00:00,27.4182,28.1193,25.6936,26.1073,319400,5
1512743400,2017-12-08 00:00:00,26.7824,27.1569,24.8227,25.5630,173000,5
1513348200,2017-12-15 00:00:00,25.6457,26.9324,25.1536,26.0376,163800,5
1513953000,2017-12-22 00:00:00,26.3074,26.7791,24.9142,25.7787,170800,5
1514557800,2017-12-29 00:00:00,25.5071,28.8115,25.3397,28.2050,146200,4
1515162600,2018-01-05 00:00:00,29.0560,30.6493,28.8613,30.5543,262200,4
1515767400,2018-01-12 00:00:00,30.8258,31.5637,29.3502,31.5637,264400,5
1516372200,2018-01-19 00:00:00,32.6682,32.9805,30.4411,31.2830,264200,4
1516977000,2018-01-26 00:00:00,29.8210,32.9760,29.5358,32.9760,432600,5
1517581800,2018-02-02 00:00:00,32.7134,32.7134,26.6795,27.0326,435200,5
1518186600,2018-02-09 00:00:00,26.6478,27.6437,20.8267,22.5694,673000,5
1518791400,2018-02-16 00:00:00,23.4023,28.7934,23.0175,27.9832,538600,5
1519396200,2018-02-23 00:00:00,24.9821,26.2269,24.4434,26.2088,282600,4
1520001000,2018-03-02 00:00:00,26.5075,27.1005,22.6916,24.0586,189200,5
1520605800,2018-03-09 00:00:00,22.9768,27.9470,22.8953,27.9334,289800,5
1521207000,2018-03-16 00:00:00,27.8429,28.5354,27.3042,28.0013,204400,5
1521811800,2018-03-23 00:00:00,27.0190,28.3693,23.1543,23.1543,312000,5
1522330200,2018-03-29 00:00:00,25.1394,26.9247,24.1627,26.6340,156600,4
1523021400,2018-04-06 00:00:00,26.2887,26.6658,23.5722,24.1673,171400,5
1523626200,2018-04-13 00:00:00,25.0940,25.7436,24.7851,25.3030,155000,5
1524231000,2018-04-20 00:00:00,25.2712,26.9838,25.1440,25.4710,204400,5
1524835800,2018-04-27 00:00:00,25.4847,27.0837,23.6449,26.9520,259600,5
1525440600,2018-05-04 00:00:00,27.1655,27.2382,24.3808,25.1076,232200,5
1526045400,2018-05-11 00:00:00,24.0991,25.9208,23.5540,25.6936,272000,5
1526650200,2018-05-18 00:00:00,25.3348,25.3802,23.2951,23.6222,218400,5
1527255000,2018-05-25 00:00:00,24.1082,25.0486,23.0452,24.7033,208800,5
1527859800,2018-06-01 00:00:00,23.8538,23.9174,22.2048,23.8357,286200,4
1528464600,2018-06-08 00:00:00,24.2491,24.8669,23.4450,23.8493,179200,5
1529069400,2018-06-15 00:00:00,24.2627,24.3263,20.5377,20.7421,383800,5
1529674200,2018-06-22 00:00:00,19.8744,20.0788,18.0346,18.8886,376800,5
1530279000,2018-06-29 00:00:00,18.6524,18.6524,17.3759,18.4298,189000,5
1530883800,2018-07-06 00:00:00,16.9080,17.4531,16.6400,17.1624,136000,4
1531488600,2018-07-13 00:00:00,17.7166,17.9029,16.6218,17.1624,170000,5
1532093400,2018-07-20 00:00:00,17.1669,17.4213,16.1948,17.1624,150200,5
1532698200,2018-07-27 00:00:00,16.2448,17.6485,16.1040,17.3759,417400,5
1533303000,2018-08-03 00:00:00,17.5485,17.8756,15.9586,16.7490,417600,5
1533907800,2018-08-10 00:00:00,16.5855,17.4759,15.7042,15.8314,192600,5
1534512600,2018-08-17 00:00:00,15.4044,15.7632,14.4504,15.6678,237200,5
1535117400,2018-08-24 00:00:00,15.6179,17.2078,15.4680,17.1533,418000,5
1535722200,2018-08-31 00:00:00,17.3577,17.8711,17.0579,17.5394,406200,5
1536327000,2018-09-07 00:00:00,17.1215,17.1715,15.6724,15.7451,78600,4
1536931800,2018-09-14 00:00:00,15.9495,17.1806,15.4771,16.9216,304600,5
1537536600,2018-09-21 00:00:00,16.4537,17.9256,16.1721,17.8665,736200,5
